video_id,title,channel,label
GCCHOBLTiCk,Pros and cons of GLP-1 weight loss drugs and metformin as a geroprotective agent [AMA 45 sneak peek],Peter Attia MD,insulin;weight
VQKizTaXHBE,Pre-order perks for my new book OUTLIVE,Peter Attia MD,
oWDpSjxiiyk,"245 ‒ Overcoming trauma, finding inner peace, & living a meaningful & fulfilling life | Lewis Howes",Peter Attia MD,
-_2SPU3GqB4,"244 ‒ The history of the cell, cell therapy, gene therapy, and more | Siddhartha Mukherjee",Peter Attia MD,
i2K-_UTLNR4,243 ‒ The fentanyl crisis and why everyone should be paying attention | Anthony Hipolito,Peter Attia MD,longevity
m6Smu2SlIKk,Peter’s historical changes in body composition & evolving nutrition & training [AMA 44 sneak peek],Peter Attia MD,nutrition
yfj-zhIAnj0,A useful analogy for understanding how our predispositions and choices impact our lifespan,Peter Attia MD,longevity
qb4_WiSFHvU,"241 ‒ Living intentionally, valuing time, prioritizing relationships, & more keys to a rich life",Peter Attia MD,
cBDrK3xOZ7U,"240 ‒ The confusion around HDL and its link to cardiovascular disease | Dan Rader, M.D.",Peter Attia MD,cardio
ED8pq0uBct8,"239 ‒ The science of strength, muscle, and training for longevity | Andy Galpin, Ph.D. (PART I)",Peter Attia MD,longevity;training
orFg7At0_mM,"What is Longevity? | Peter Attia, M.D.",Peter Attia MD,longevity
MAw4KMoBTPo,"ApoB, LDL-C, Lp(a), and insulin as risk factors for cardiovascular disease [AMA 43 sneak peek]",Peter Attia MD,cardio;insulin
eE8W1Lp_VRE,237 ‒ Optimizing life for maximum fulfillment | Bill Perkins,Peter Attia MD,
YDga1Rg9Tsg,"Kicking off the reading for my upcoming book, OUTLIVE (coming out March 28) | Peter Attia, M.D.",Peter Attia MD,
zCkHtvu8Fs4,"How to make or break a habit with the 4 Laws of Behavior Change | Peter Attia, M.D. with James Clear",Peter Attia MD,
ROV36xBFD20,"Advantages of creating systems and not just setting goals | Peter Attia, M.D. with James Clear",Peter Attia MD,longevity
JSYGRo1Gm50,The benefits of tracking what you eat | Peter Attia with Layne Norton,Peter Attia MD,
jmYeMmUjBrE,"3 things in nutrition Layne changed his views on | Peter Attia, M.D. w/ Layne Norton, Ph.D.",Peter Attia MD,nutrition
halfNTCOzs0,Training advice for the rest of us who aren’t powerlifters | Peter Attia with Layne Norton,Peter Attia MD,
PD8-CJ6OuAQ,"Deep dive into creatine: benefits, risks, dose, mechanism of action | Peter Attia with Layne Norton",Peter Attia MD,longevity;supplements
EbykBDSAwzE,"235‒Training principles for mass & strength, changing views on nutrition, & creatine supplementation",Peter Attia MD,longevity;nutrition;supplements;training
n_jhqgWNKFA,"234 ‒ Chris Hemsworth on Limitless, longevity, and happiness",Peter Attia MD,longevity
pETmhbISEHg,"Pre-order My New Book, Outlive: The Science and Art of Longevity by Peter Attia | Available 3/28/23",Peter Attia MD,longevity
LUeiwB36kis,"Optimizing sleep: bedtime routine, molecule regimen, sleep trackers, & sauna [AMA 42 sneak peek]",Peter Attia MD,sleep
m8OTfH2lH4g,"Peter receives a hand and wrist exam from orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
kNHzwLlNuQM,"Hand and wrist: discussion + exam with orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
qfa4D--5LNU,"Shoulder: discussion + exam with orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
KNUsjkD-yOU,"Nerves: discussion + exam with orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
iqn9zv5KkT0,"Peter receives a nerve exam from orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
S1cCsfg_J6s,"Peter receives a shoulder exam from orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
QXW-NzTPPaA,"Peter receives an elbow exam from orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
CtGwx2VAH_E,"232 ‒ Shoulder, elbow, wrist, and hand: diagnosis, treatment, and surgery of the upper extremities",Peter Attia MD,sleep
7nsrPRATK80,"Elbow: discussion + exam with orthopedic surgeon, Alton Barron, M.D.",Peter Attia MD,
oIit-7y-M94,"Cardiovascular disease death rates in younger women | Peter Attia, M.D. with Erin Michos, M.D.",Peter Attia MD,
WMObJsrDpFo,"How menopause affects cardiovascular disease risk | Peter Attia, M.D. with Erin Michos, M.D.",Peter Attia MD,
1dXniLZ1sa4,"Female-specific risk factors for ASCVD | Peter Attia, M.D. with Erin Michos, M.D.",Peter Attia MD,
hfl6ElrLmJE,"Medicine 3.0, developments in the field of aging, healthy habits when stressed [AMA 41 sneak peek]",Peter Attia MD,
QykLgWm8h08,"230 ‒ Cardiovascular disease in women: prevention, risk factors, lipids, and more",Peter Attia MD,
UWQsbBZHHUU,"229 ‒ Understanding cardiovascular disease risk, cholesterol, and apoB",Peter Attia MD,cardio
4v0pP0IeIyY,Lower body exercises for women who want to build muscle and strength | Peter Attia w/ Holly Baxter,Peter Attia MD,training
IQoHlEjJWKU,"Training differences between women and men | Peter Attia, M.D. with Holly Baxter, APD",Peter Attia MD,
1UQNj_XFH8I,"Training advice for an inexperienced woman wanting to build muscle and lose fat | Holly Baxter, ADP",Peter Attia MD,nutrition
kD3I7WchL9E,"228‒Improving body composition, female-specific training principles, & overcoming an eating disorder",Peter Attia MD,
WCNp6M2lA1Y,"DEXA scans, protein, time-restricted feeding, fasting & more [AMA 40 sneak peek] | Peter Attia, M.D.",Peter Attia MD,bones;nutrition
Es_PGUcAwqo,What is happiness and how do you find it? | Arthur Brooks | Peter Attia The Drive Podcast,Peter Attia MD,
dA5OmuP8vTQ,"226 ‒ The science of happiness | Arthur Brooks, Ph.D.",Peter Attia MD,
OHdp75ezdyY,"225 ‒ The comfort crisis, doing hard things, rucking, and more | Michael Easter, MA",Peter Attia MD,longevity
BqmG2y4IeY8,"224 ‒ Dietary protein: amount needed, ideal timing, quality, and more | Don Layman, Ph.D.",Peter Attia MD,nutrition
Vr10EfwSVDw,"The Centenarian Decathlon, zone 2, VO2 max, and more [AMA 39 sneak peak] | Peter Attia, M.D.",Peter Attia MD,training
4sqyGwqyAao,"222 ‒ How nutrition impacts longevity | Matt Kaeberlein, Ph.D.",Peter Attia MD,longevity;nutrition
APEwc0HjAqg,221 ‒ Understanding sleep and how to improve it,Peter Attia MD,sleep
im80KL3GiT4,"Heart Disease: Labs & Diagnostic Tests | Peter Attia, M.D.",Peter Attia MD,
fNFnr8UTGI4,"220 ‒ Ketamine: Benefits, risks, and promising therapeutic potential | Celia Morgan, Ph.D.",Peter Attia MD,
qA2sgsxImM8,219 ‒ Dialectical behavior therapy (DBT): skills for overcoming depression & emotional dysregulation,Peter Attia MD,
uEZpg0n7jcY,"Menstruation, Menopause, and Hormone Replacement Therapy for Women",Peter Attia MD,
1Sgtk4HBdGA,"5 Tools for Managing Blood Glucose Numbers | Peter Attia, M.D.",Peter Attia MD,insulin
8hkBpb7KCtw,"Can you exercise too much? [AMA 38 sneak peek] | Peter Attia, M.D.",Peter Attia MD,
hN12iDSlFEc,"217 ‒ Exercise, VO2 max, and longevity | Mike Joyner, M.D.",Peter Attia MD,longevity;training
_kezGvY5bN8,"216 - Metabolomics, NAD+, and cancer metabolism | Josh Rabinowitz, M.D., Ph.D.",Peter Attia MD,
RbiRJ6bU09U,"Alzheimer’s Disease — What Labs Can Tell You About Your Risk | Peter Attia, M.D.",Peter Attia MD,neuro
uCmb1uLiHVo,"Does exercise reduce the risk of Alzheimer's disease? | Richard Isaacson, M.D. & Peter Attia, M.D.",Peter Attia MD,neuro
Vf_MIZQjSaU,Why does Alzheimer's disease affect more women than men? | Richard Isaacson & Peter Attia,Peter Attia MD,neuro
qqc0iEIPp8w,"215 - The gut-brain connection | Michael Gershon, M.D.",Peter Attia MD,
8P46_vMn1II,"The connection between sleep and Alzheimer’s disease | Peter Attia, M.D. & Matt Walker, Ph.D.",Peter Attia MD,neuro;sleep
mHjo3_ZtMZo,"The connection between heart disease & sleep deprivation | Peter Attia, M.D. & Matt Walker, Ph.D.",Peter Attia MD,sleep
j7WY92-ap0k,"Bone health—everything you need to know [AMA 37 sneak peek] | Peter Attia, M.D.",Peter Attia MD,
cI5g2mrDjEM,"Fighting cancer and improving immune function with sleep | Peter Attia, M.D. & Matt Walker, Ph.D.",Peter Attia MD,sleep
Iv_JLBw_WDA,"The impact of sleep on lifespan & healthspan | Peter Attia, M.D. & Matt Walker, Ph.D.",Peter Attia MD,longevity;sleep
rOU3rEHlhDo,"213 ‒ Liquid biopsies and cancer detection | Max Diehn, M.D. Ph.D.",Peter Attia MD,
Q__UOCI7P4Q,"Is obesity genetic?  | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,weight
FJJ8YP1jtEY,"Why maintaining weight loss is so challenging | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,weight
0O-m3FvD5DE,"A review of the “Carnivore diet” | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,nutrition
vLXntio2wng,"What is leptin resistance? | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,training;weight
8O0KCJh2xng,"The role of the brain in obesity | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,weight
9G3iLbQCIHI,"212 - The Neuroscience of Obesity | Peter Attia, M.D. & Stephan Guyenet, Ph.D.",Peter Attia MD,weight
ekTrUtWpQbE,"Ipsilateral Rotation With Banded Hip & Shoulder Facilitation | Peter Attia, M.D. & Kyler Brown, D.C.",Peter Attia MD,
SsvSf8XFhis,"Shoulder Exercise: Bilateral Banded External Rotation | Peter Attia, M.D. & Kyler Brown, D.C.",Peter Attia MD,
yl9t0s7w_l0,"Metabolic dysfunction case study and a framework for metabolic health | Peter Attia, M.D.",Peter Attia MD,
lRRrHWEncSY,"How metabolic health impacts your 'optimal' diet | Peter Attia, M.D.",Peter Attia MD,nutrition
mO9zCmmN8Nw,"Fruits & vegetables — everything you need to know [AMA 36 Sneak Peek] | Peter Attia, M.D.",Peter Attia MD,nutrition
vqlHPWF8ZD4,"Why awareness of Lp(a) is critical | Peter Attia, M.D. & Benoît Arsenault, Ph.D.",Peter Attia MD,cardio;longevity
rVCt2S661tU,"How cancer cells are different from normal cells | Peter Attia, M.D. & Steven Rosenberg, M.D., Ph.D.",Peter Attia MD,
K3wJvalc9oc,"The promise of adoptive cell therapy  | Peter Attia, M.D. & Steven Rosenberg, M.D., Ph.D.",Peter Attia MD,
yyFpi_ilmC8,"Interleukin-2 to mediate cancer regression  | Peter Attia, M.D. & Steven Rosenberg, M.D., Ph.D.",Peter Attia MD,
sJjLaoGbCqc,"Checkpoint inhibitors in cancer therapy | Peter Attia, M.D. & Steven Rosenberg, M.D., Ph.D.",Peter Attia MD,
zp6HZuovbwY,"Understanding semantics about Lp(a) and LDL | Peter Attia, M.D. & Benoît Arsenault, Ph.D.",Peter Attia MD,cardio
f6EuItnZNQE,"Exercises After Shoulder Surgery (Post-Op Week 9) | Peter Attia, M.D. & Kyler Brown, D.C.",Peter Attia MD,
KsHSvWe1py8,"Lp(a) and CVD risk & clinical tests to measure Lp(a) | Peter Attia, M.D. & Benoît Arsenault, Ph.D.",Peter Attia MD,cardio
khEmSILELjE,"Managing patients with high Lp(a) | Peter Attia, M.D. & Benoît Arsenault, Ph.D.",Peter Attia MD,cardio
1nP9-egrraM,"The genetics of Lp(a) and when to measure Lp(a) levels | Peter Attia, M.D. & Benoît Arsenault, Ph.D.",Peter Attia MD,cardio
4H0mVPKsGG8,"210 - Lp(a) and its impact on heart disease | Benoît Arsenault, Ph.D.& Peter Attia, M.D.",Peter Attia MD,cardio
0pCEHZct99I,"Importance of honesty from physicians | Peter Attia, M.D. & Marty Makary, M.D., M.P.H.",Peter Attia MD,
zfRN40NStQE,"The RaDonda Vaught Story | Peter Attia, M.D. & Marty Makary, M.D., M.P.H.",Peter Attia MD,
hPeMK6PCk4w,"An epidemic of medical mistakes in America | Peter Attia, M.D. & Marty Makary, M.D., M.P.H.",Peter Attia MD,
_eaVpetraXs,"209 ‒ Medical mistakes, patient safety, and the RaDonda Vaught case | The Peter Attia Drive Podcast",Peter Attia MD,
0dkEjcW_DLI,"Is it bad to eat food too close to bedtime? | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,
iAGR2RJYF1U,"How is appetite affected by our sleep quality ? | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,sleep
fokirQ1fkxc,"Dieting while sleep deprived  | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,nutrition;sleep
GDrKCK4UHBU,"How fasting can impact sleep | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,sleep
Mu1aYYpapvQ,"The therapeutic potential of Psilocybin & MDMA | Kelsey Chittick & Peter Attia, M.D.",Peter Attia MD,
eqMZWTI_F0k,"Nate Chittick’s autopsy results showing evidence of CTE | Kelsey Chittick & Peter Attia, M.D.",Peter Attia MD,
umROyCCCG2k,"How children process death and grief differently than adults | Kelsey Chittick & Peter Attia, M.D.",Peter Attia MD,
zbl_rE-y-VQ,Kelsey Chittick breaking the news to her children of their father’s death | The Peter Attia Drive,Peter Attia MD,nutrition
VFW5O_KkUUw,"Processing death, finding happiness, & the duality of feelings | Kelsey Chittick & Peter Attia, M.D.",Peter Attia MD,
zCp101ucrsM,"208 - Tragedy, grief, healing, and finding happiness | Kelsey Chittick",Peter Attia MD,
N9HAyQ9WfTw,"What are epigenetic clocks and do they work? | Peter Attia, M.D. & Matt Kaeberlein, Ph.D.",Peter Attia MD,
esbk330aO_o,"Are there “biomarkers” for aging? | Peter Attia, M.D. & Matt Kaeberlein, Ph.D.",Peter Attia MD,
ovM3mD5Roow,How does VO2 max correlate with longevity? | The Peter Attia Drive Podcast,Peter Attia MD,longevity;training
2Wds3P1W3w8,"""Anti-Aging"" Drugs — NAD, metformin, & rapamycin | The Peter Attia Drive Podcast (Ep 207, AMA 35)",Peter Attia MD,insulin;longevity
eod36TNGcUI,"Intro to Lipids & Lipoproteins: Why there is no ‘bad’ or ‘good’ cholesterol | Peter Attia, M.D.",Peter Attia MD,nutrition
BSAX0KSNS_E,"206 - Exercising for longevity: strength, stability, zone 2, zone 5, and more | Peter Attia, M.D.",Peter Attia MD,longevity;training
Ypsq-sbCaeM,"Lessons Learned From Fasting: Hunger vs. Appetite | Peter Attia, M.D. & Layne Norton, Ph.D.",Peter Attia MD,
Lx9SgqOjbtA,"What is the ‘best’ weight loss strategy? | Peter Attia, M.D. & Layne Norton, Ph.D.",Peter Attia MD,weight
ECFLRitEvNM,Preventing accidental falls & the importance of strength as we age | The Peter Attia Drive Podcast,Peter Attia MD,training
juPGgRzffE8,Does a ketogenic diet result in greater energy expenditure? | Peter Attia & Layne Norton,Peter Attia MD,nutrition
-GO3WTVYJ3w,"The metabolic benefits of exercise, muscle mass, and protein intake | The Peter Attia Drive",Peter Attia MD,nutrition
vbxxCwOGz1c,"Fasting, Building Muscle, and Importance of Protein | Peter Attia, M.D.",Peter Attia MD,nutrition
A6FY4oaxcm0,Dispelling myths that excess protein intake increases cancer risk | The Peter Attia Drive Podcast,Peter Attia MD,longevity;nutrition
R-Ltg1dl2jM,"205 - Energy balance, nutrition, & building muscle | Layne Norton, Ph.D. (Pt.2)",Peter Attia MD,nutrition
6ZuEoAhpb-o,"About TAME: A Metformin Anti-Aging Clinical Trial | Peter Attia, M.D. & Nir Barzilai, M.D.",Peter Attia MD,insulin
M5ubbPOkXEg,"How to define healthspan (quality of life) in medicine | Peter Attia, M.D. & Nir Barzilai, M.D.",Peter Attia MD,longevity
O7g54Zt8xmE,Human growth hormone (HGH) for longevity: Does it slow aging? | The Peter Attia Drive Podcast,Peter Attia MD,longevity
F5AYpHOVjw8,"Lessons from centenarians: how to live better & live longer | Peter Attia, M.D. & Nir Barzilai, M.D.",Peter Attia MD,
7cant7vmWEI,Advice for engaging with your doctor | The Peter Attia Drive Podcast,Peter Attia MD,
Hbguf9GCdwI,"204 - Centenarians, metformin, and longevity | Nir Barzilai, M.D.",Peter Attia MD,insulin;longevity
l-nIJ5A_nio,Does regular sauna use provide health benefits? | The Peter Attia Drive Podcast,Peter Attia MD,
C26kRxg_ppI,"The four horsemen of chronic disease | Peter Attia, M.D.",Peter Attia MD,
e8E5ybDDenA,Cancer screening: what blood tests can (and cannot) tell you,Peter Attia MD,longevity
AaT3kgbtuYc,The Importance of Cancer Screenings | The Peter Attia Drive Podcast,Peter Attia MD,longevity
IbSHHESbm5U,"What Causes Heart Disease? | The Peter Attia Drive Podcast (Ep 203, AMA 34)",Peter Attia MD,
N_ylTeY9_VM,How aggressive screening for colon cancers could save lives | The Peter Attia Drive Podcast,Peter Attia MD,gut;longevity
x6wczdlcBtI,When time-restricted feeding can be problematic | The Peter Attia Drive Podcast,Peter Attia MD,
b3yim1htlYQ,"Balance exercises: How to train lower leg variability | Peter Attia, M.D.",Peter Attia MD,
W9n3xKvCOdE,How early and aggressive lowering of apoB could change the course of ASCVD | The Peter Attia Drive,Peter Attia MD,cardio
FgJjUXQuVTU,Are you eating enough protein? | The Peter Attia Drive Podcast,Peter Attia MD,nutrition
isSCEgdz7S8,How useful are home DNA kits? | The Peter Attia Drive,Peter Attia MD,
qxP6G58rB9w,"What is the role of genetics in determining one’s work ethic? | Peter Attia, M.D. & James Clear",Peter Attia MD,
4dWvlNz_DvM,Is exercising the key to a longer life? | The Peter Attia Drive Podcast,Peter Attia MD,
A1XWm_n4ElA,The importance of knowing your family medical history | The Peter Attia Drive,Peter Attia MD,
LZDNxcSQmXQ,Alzheimer's disease prevention and the latest on APOE4 | The Peter Attia Drive,Peter Attia MD,neuro
LkUPHBhM8Ow,"202 - Peter on nutrition, disease prevention, and more — looking back on the last 100 episodes",Peter Attia MD,nutrition
C96OxE-wJPM,Challenges of meditation & understanding 'sub-minds' | Peter Attia & Zubin Damania,Peter Attia MD,
50eT2yPtFno,"Why Peter meditates and advice for new meditators | Peter Attia, M.D. & Dan Harris",Peter Attia MD,
BilpyurO6VY,"Reliable strategies for developing stillness | Peter Attia, M.D. & Ryan Holiday",Peter Attia MD,
Gg6uplLWaSY,The transformative moment that led Peter Attia to mindfulness meditation | The Peter Attia Drive,Peter Attia MD,
lJG9widFMj0,"Why everyone, including Type A personalities, should try meditation | Peter Attia & Tim Ferriss",Peter Attia MD,
_vKgvd-6NDQ,Stress & Athletic Performance: How being overworked can impact your training | The Peter Attia Drive,Peter Attia MD,
fmeRgF46jh4,"Potential Risks of NAD Supplements | Iñigo San-Millán, Ph.D. & Peter Attia, M.D.",Peter Attia MD,supplements
xuqURs4auc8,"How often should you be doing Zone 5 training? | Iñigo San-Millán, Ph.D. & Peter Attia, M.D.",Peter Attia MD,
z82GCNXdLAA,"Zone 2 Training: Dose, Frequency, and Duration | Iñigo San-Millán, Ph.D. & Peter Attia, M.D.",Peter Attia MD,training
z_lzPtwzX-E,"Alcohol, Sleep, & Stress: A Self-Fulfilling Prophecy | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,sleep
3QAuKlKPlXE,Fitness motivation — Improving metabolic health at any age | The Peter Attia Drive,Peter Attia MD,
NcVCKRagzMw,Does Alcohol Help You Sleep? | The Peter Attia Drive Podcast,Peter Attia MD,sleep
ueoDjzMuJ7E,How alcohol disrupts sleep & contributes to Alzheimer’s disease  | The Peter Attia Drive Podcast,Peter Attia MD,neuro;sleep
237TvVJQINA,"Do THC and CBD help you sleep? | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,sleep
AoB2AMUq8Wg,How to find your “Zone 2” without using a lactate meter | The Peter Attia Drive Podcast,Peter Attia MD,training
-6PDBVRkCKc,"201 - Deep dive back into Zone 2 Training | Iñigo San-Millán, Ph.D. & Peter Attia, M.D.",Peter Attia MD,training
5mCS9n2BQFQ,Subcutaneous Fat vs. Visceral Fat - What's the Difference? | The Peter Attia Drive,Peter Attia MD,nutrition
tcMfBS3BMjY,"Hydration — electrolytes, supplements, sports drinks, & performance effects [AMA 33 Sneak Peek]",Peter Attia MD,supplements
fNDLwnMLl08,"The importance of training in different zones | Peter Attia, M.D.",Peter Attia MD,
nKnHO1HfpoE,Ryan Hall’s 2010 marathon training regimen | The Peter Attia Drive Podcast,Peter Attia MD,
Zx_S1mpYabE,"Retiring as an athlete — accepting that things come to an end | Peter Attia, M.D. & Ryan Hall",Peter Attia MD,
j5rPnfbIx3I,"Moving & How Stress Can Show Up As Physical Pain | Peter Attia, M.D.",Peter Attia MD,
2NcJWiJxLZc,"The power of reframing your thoughts | Peter Attia, M.D. & Ryan Hall",Peter Attia MD,
Og9wfTeLdKc,"Stress, Cortisol, & Sleep: An Awful Feedback Loop | Peter Attia, M.D. & Matthew Walker, Ph.D.",Peter Attia MD,sleep
0gOHy74y1hE,"199 - Running, overcoming challenges, and finding success | Ryan Hall",Peter Attia MD,
Xjnt_ufdQ8M,"Why are there different eye colors? | Peter Attia, M.D. & Steven Dell, M.D.",Peter Attia MD,
YBlK3Ith72U,"Does everyone get cataracts eventually? | Peter Attia, M.D. & Steven Dell, M.D.",Peter Attia MD,
k21ilTc4rvM,"Why You Should Wear Sunglasses | Peter Attia, M.D. & Steven Dell, M.D.",Peter Attia MD,
pQn4knl3RrA,"What causes nearsightedness & can you prevent it? | Peter Attia, M.D. & Steven Dell, M.D.",Peter Attia MD,
FHTopC261Mc,Peter Attia Patient Case Study: Elevated Uric Acid and High Blood Pressure,Peter Attia MD,
THVNDfazV9g,What happens if you blink or move your eye during laser eye surgery? | The Peter Attia Drive Podcast,Peter Attia MD,
5aEXSZxkqsI,"The impact of high blood pressure on chronic disease | Peter Attia, M.D. & Rick Johnson, M.D.",Peter Attia MD,
1SavpBUUy2Q,"198 - Eye health—everything you need to know | Steven Dell, M.D.",Peter Attia MD,
PJZkzDJ7FPs,What are the most promising interventions we could take to improve public health,Peter Attia MD,
h4F5pWEVAY4,Addressing the obesity epidemic — the path forward and obstacles to overcome,Peter Attia MD,weight
evqwG-nQe10,Should BMI Be Used? Measuring Obesity at the Individual Level | The Peter Attia Drive Podcast,Peter Attia MD,weight
smmce88Cpzs,What is the “obesity paradox”?,Peter Attia MD,weight
oJIIvYerKbc,Why is maintaining weight loss more challenging than losing weight?,Peter Attia MD,weight
49-CvqNQ7qU,"197 - The science of obesity & how to improve nutritional epidemiology | David Allison, Ph.D",Peter Attia MD,nutrition;weight
sXZdHbX1z_A,Peter Attia on Mitigating and Reversing Insulin Resistance with Nutrition,Peter Attia MD,insulin;nutrition;training
fKYNsEV2pAU,Peter Attia on the Connection Between Stress and Insulin Resistance,Peter Attia MD,insulin;training
BqjAKPTuJ3E,Peter Attia on the role of exercise in mitigating and reversing insulin resistance,Peter Attia MD,insulin;training
lZ7thIzei_k,"196 - [AMA 32 Sneak Peek] Exercise, squats, deadlifts, BFR, and TRT",Peter Attia MD,
ltgVmlKebPM,"Healing from Depression & The Importance of Community |  Peter Attia, M.D. & Sebastian Junger",Peter Attia MD,
BIdyJn-bwBk,Sebastian Junger on his near death experience | The Peter Attia Drive Podcast,Peter Attia MD,
FLSVwUNoUWE,How Insulin Resistance Manifests in the Muscle,Peter Attia MD,insulin;training
GW9vgN2ENYw,Peter shares tragic story of losing a young patient | The Peter Attia Drive Podcast,Peter Attia MD,
aGYbx-wpV-w,"The addictive nature of smartphones | Peter Attia, M.D. & Sebastian Junger",Peter Attia MD,
uaYKdPEktA0,"Freedom, PTSD, war, and life through an evolutionary lens | Sebastian Junger & Peter Attia (Ep. 195)",Peter Attia MD,
4UMPysw9MFY,"Why you should stop drinking sugar | Peter Attia, M.D. & Rick Johnson, M.D.",Peter Attia MD,nutrition
Puuoq800_FM,"The Relationship Between Salt & Blood Pressure | Peter Attia, M.D. & Rick Johnson, M.D.",Peter Attia MD,
2yg5_SmLCps,Is natural sugar from fruit just as ‘bad’ as added sugar?,Peter Attia MD,nutrition
Eb92hyaoGrU,Exercising for Longevity: Peter on zone 2 and zone 5 training,Peter Attia MD,longevity;training
P8SqdAVsZZE,How Peter Attia thinks about managing GFR & high blood pressure,Peter Attia MD,
9JRD71zomRE,Peter Attia on Zone 5 & Anaerobic Training Protocols,Peter Attia MD,
V02z9mqTWzg,"How Fructose Drives Metabolic Disease | Rick Johnson, M.D.",Peter Attia MD,nutrition
sK0vqoe8340,Peter Attia on the importance of preserving strength and muscle mass as we age,Peter Attia MD,training
CKnUy84n4xc,"#193 - [AMA #31 Sneak Peek] Heart rate variability (HRV), alcohol, sleep, and more",Peter Attia MD,sleep
hCj6NrmG2rA,Peter Attia on Stability — The foundation of the 4 exercise components,Peter Attia MD,
jAjKQY0_BQA,"COVID Part 2: Masks, long COVID, boosters, mandates, treatments, and more",Peter Attia MD,
4oiKOX2lCmE,Autism & Anxiety: Why does anxiety show up so often in people with autism?,Peter Attia MD,
UjRPtdR1KFg,What is the evolutionary basis for depression?,Peter Attia MD,
82trCfoyIzo,The evolutionary basis for mania and bipolar disorder,Peter Attia MD,
eeySrgKev2g,Will Autism eventually be treatable?,Peter Attia MD,
UtCeIefq_PM,What is Anxiety? Investigating and treating anxiety with optogenetics,Peter Attia MD,
pxmyE59AyZA,Peter Attia on How to Train for the “Centenarian Decathlon”,Peter Attia MD,
anKrNnJDBZk,191 - Revolutionizing our understanding of mental illness with optogenetics,Peter Attia MD,
cxdz9218emQ,Is the opioid epidemic an epidemic of shame and trauma?,Peter Attia MD,
l0Gnj_W5r2Q,"What is trauma? The difference between acute, chronic, and vicarious trauma",Peter Attia MD,
i7g9aHc_Bv0,Why the DSM is problematic and its impact on the field of psychiatry,NA,
NX7IACO6yW4,Peter Attia on The 4 Types of Death,Peter Attia MD,
HoGBkn_1Z14,190 - How to heal from trauma and break the cycle of shame,Peter Attia MD,
GklHGYY8vN8,"COVID-19: Current state of affairs, Omicron, and a search for the end game | Peter Attia, M.D.",Peter Attia MD,longevity
pFJhNMIhC0c,188 - [AMA #30 Sneak Peek] How to Read and Understand Scientific Studies,Peter Attia MD,
x4u4gxjZkuI,History of Otto Warburg: Why did he stay in Germany during World War II?,Peter Attia MD,
J0qgZsC4dio,Sugar & Cancer: Does Fructose Cause Cancer?,Peter Attia MD,nutrition
8n8GOeg8_DU,The Connection Between Obesity and Cancer,Peter Attia MD,weight
9ClhKJnVJgg,Peter Attia’s View on the Warburg Effect,Peter Attia MD,
n6MjnI4vM7M,#187 - The Warburg Effect: Otto Warburg’s Cancer Metabolism Theory with Sam Apple,Peter Attia MD,
8OG-1PlNdLQ,Curtis Wright and His Role in OxyContin’s FDA Approval,Peter Attia MD,
NmNWRAnZjg8,The Sackler Family & the Soft Corruption that Facilitated Them,Peter Attia MD,
8Iv1sPcisuA,How our Current Medical System Facilitated the Opioid Crisis,Peter Attia MD,longevity
eMdMdWcOypU,Peter Attia’s Personal Experience with OxyContin after Back Surgery,Peter Attia MD,
8uXe9QvRRqM,186 - The Opioid Crisis with Patrick Radden Keefe,Peter Attia MD,longevity
1J_sADRrFm0,When CAC Tests Are Useful and When They Are Not | The Peter Attia Drive Podcast,Peter Attia MD,
JBNnUIjsjmE,How to Have Scientific Debate without Legitimizing Harmful Views | The Peter Attia Drive Podcast,Peter Attia MD,
EtDXv1k8rJM,Why Early Prevention of Atherosclerosis is Critical  | The Peter Attia Drive Podcast,Peter Attia MD,cardio;longevity
QUzTl6Jt8hA,Preventing Atherosclerosis: 2 Flaws with the 10 Year Risk Approach  | The Peter Attia Drive Podcast,Peter Attia MD,cardio
W1geXgNEG_0,Cardiovascular disease & why we should change the way we assess risk | The Peter Attia Drive Podcast,Peter Attia MD,
EJHEfgfH-vw,184 - [AMA #29 Sneak Peek] GLP-1 Agonists: The Future of Treating Obesity?,Peter Attia MD,weight
